0.0111423,0.00999255,0.00924127,0.00451192,0.00723455,0.00702854,0.0157997,0.0163401
0.0107662,0.0101,0.00896651,0.00529749,0.00793537,0.00780376,0.0150823,0.0162299
0.0113114,0.00996468,0.0101918,0.00507294,0.00971664,0.00739161,0.0154849,0.017275
0.0114661,0.0109558,0.0099649,0.00426496,0.00807641,0.0065444,0.0148101,0.0170158
0.0100413,0.0104055,0.010075,0.00380159,0.0082531,0.00572784,0.0152855,0.0160919
0.00996205,0.0107556,0.00909186,0.00376371,0.00801729,0.00696835,0.0149195,0.0166429
0.00896756,0.0100822,0.00868276,0.00489135,0.00816203,0.00548601,0.0149858,0.0167967
0.0111015,0.0103485,0.00944301,0.00423293,0.00682617,0.00658127,0.0154509,0.0160378
0.0101129,0.0108482,0.00963064,0.0029585,0.00837883,0.00719635,0.0152991,0.0157905
0.0120809,0.011522,0.00989923,0.00360003,0.00879539,0.0059951,0.016212,0.0164566
0.0112754,0.0106893,0.00718441,0.00482119,0.00878432,0.00398401,0.0143918,0.0161077
0.0105945,0.0111052,0.00777575,0.00500607,0.0073413,0.00651774,0.015565,0.0161903
0.00975137,0.00966976,0.00756298,0.00414794,0.00886212,0.00595925,0.014223,0.0173732
0.00942975,0.0110996,0.00893426,0.00532559,0.00880244,0.00848043,0.0135472,0.0171966
0.0107289,0.010739,0.00812444,0.00524207,0.00736775,0.00817972,0.014084,0.0162905
0.0107504,0.0120025,0.00949934,0.0052713,0.00818143,0.00673335,0.0150229,0.0164606
0.011431,0.0119233,0.00830369,0.00342264,0.00846413,0.00785685,0.0155115,0.0165068
0.0118653,0.0119567,0.0083124,0.00224785,0.00728541,0.00541928,0.0155013,0.0159313
0.0106823,0.0109524,0.00879075,0.00369098,0.00769404,0.00683921,0.0162153,0.0161935
0.0119923,0.0114018,0.0096048,0.00382175,0.00713415,0.00652749,0.0156498,0.0169831
0.0108037,0.0103927,0.00921486,0.00513644,0.0083026,0.00560396,0.0165693,0.0174836
0.00966373,0.0103058,0.00816267,0.00486211,0.00887864,0.006259,0.0154082,0.0171024
