0.0102849,0.0112717,0.00898296,0.00368019,0.00808834,0.0058749,0.0159065,0.0181621
0.011473,0.0115639,0.00863078,0.00387749,0.00855373,0.00608588,0.0155305,0.0180016
0.0118568,0.0116026,0.00771929,0.00351574,0.00827439,0.0054307,0.0149269,0.0158444
0.0121414,0.0116004,0.00884614,0.00435481,0.00881702,0.00564502,0.0154171,0.0152713
0.0109487,0.0105014,0.00897309,0.00407513,0.00750345,0.00709133,0.0150072,0.0141194
0.0101548,0.0105351,0.0091482,0.00443526,0.00823301,0.00583756,0.0152491,0.0150939
0.0111013,0.0104901,0.00878248,0.00468485,0.00800491,0.00625575,0.0152991,0.0159974
0.0108176,0.010657,0.00832488,0.00409274,0.00863549,0.00556346,0.0139685,0.0146854
0.0115611,0.0106459,0.00949964,0.00478378,0.00867747,0.00714663,0.0136068,0.0162754
0.0108237,0.0100747,0.00916822,0.00503231,0.00834412,0.00694075,0.015419,0.0165339
0.0117786,0.0102478,0.00880719,0.0045484,0.00815345,0.00709867,0.0135268,0.0162593
0.0110616,0.0108709,0.00866283,0.00339373,0.00973578,0.00651294,0.0147367,0.015846
0.010926,0.0110906,0.00861985,0.00387617,0.00861331,0.00695966,0.0141551,0.01637
0.0108838,0.0102685,0.00923068,0.00495246,0.00826417,0.00687465,0.0149685,0.0163604
0.0121338,0.0115851,0.0100741,0.00419803,0.00879794,0.00631665,0.0149821,0.0167551
0.0109283,0.0101033,0.00975781,0.00421287,0.00828704,0.00731802,0.0146567,0.0158035
0.0118517,0.010628,0.0101334,0.00333775,0.00838862,0.00681206,0.0151447,0.0168716
0.0103118,0.00942416,0.00974053,0.00407908,0.00858094,0.00701437,0.0149835,0.0174295
0.0114372,0.0105548,0.00912887,0.00343382,0.0075366,0.00649105,0.0144978,0.0170382
0.0113195,0.011373,0.00862835,0.00332294,0.00719884,0.00642148,0.0134838,0.017384
0.012054,0.0121071,0.00942894,0.00453531,0.00904799,0.0059991,0.0148045,0.017987
0.0105664,0.0108681,0.00921484,0.00355268,0.00732424,0.00449885,0.0147577,0.0165175
0.0101006,0.0105092,0.00907646,0.00355756,0.00768906,0.00630699,0.014638,0.0161723
0.00941137,0.0113386,0.00803966,0.00344894,0.00882299,0.00556483,0.0154623,0.0154438
0.0114596,0.0101106,0.00936603,0.00334761,0.00645245,0.00611909,0.0143037,0.0152194
0.00980692,0.0109827,0.00828354,0.00376401,0.00770584,0.00651889,0.0146709,0.0171642
0.0104346,0.00866764,0.00777707,0.00416042,0.00825213,0.00511484,0.015677,0.016521
0.0111891,0.0093944,0.00809597,0.00519182,0.00817648,0.00537017,0.0157185,0.0173214
0.011388,0.00885109,0.00872476,0.00445608,0.00683494,0.00573612,0.0138783,0.0167847
0.00917155,0.0105321,0.0086018,0.00368928,0.00842889,0.00647117,0.0147102,0.0167032
0.00982032,0.010191,0.00801124,0.00511559,0.00667412,0.00609026,0.0139408,0.015325
0.0121966,0.0106507,0.00868586,0.00523462,0.00626018,0.00642877,0.0141542,0.016349
0.011634,0.0103859,0.00705034,0.00431271,0.00795435,0.00558039,0.0138061,0.015779
0.0109027,0.0111007,0.00761172,0.00590872,0.00811385,0.00715295,0.0130669,0.0159432
0.00920676,0.0121972,0.00741148,0.00646482,0.00850305,0.00759717,0.0153198,0.0157053
0.0115813,0.0121172,0.00889395,0.00592708,0.00827757,0.00639498,0.0146402,0.0174649
0.0110971,0.0101677,0.00743958,0.00452173,0.00841613,0.00644064,0.0152714,0.0170496
0.010973,0.0106012,0.00999448,0.00511356,0.00935296,0.00761165,0.0154951,0.0177595
0.0110285,0.0106121,0.00808464,0.0031826,0.00936566,0.00554613,0.0151631,0.0169433
0.0122869,0.0101985,0.00671549,0.00224209,0.00951753,0.00773717,0.0156023,0.01786
0.0108708,0.00900716,0.00869681,0.00332247,0.00925275,0.00685446,0.0147447,0.0165848
0.0116507,0.0110258,0.00913162,0.00212528,0.00922752,0.00542665,0.0143365,0.0159006
0.011221,0.00940016,0.00948428,0.00291924,0.00941367,0.00561335,0.0145244,0.0170405
0.0116483,0.00977645,0.00805764,0.00357761,0.00887915,0.00530171,0.0160695,0.0158467
0.0118355,0.0117997,0.00969321,0.00386478,0.00868306,0.00639734,0.0174361,0.015484
0.0106266,0.0121729,0.0078098,0.00374723,0.00741837,0.00781765,0.0151227,0.0165644
0.0106081,0.0124876,0.00838278,0.00267442,0.0081668,0.00863099,0.0149068,0.0161196
0.0101657,0.0117358,0.00910687,0.00462689,0.00776514,0.00801421,0.0147288,0.0160301
0.0115008,0.0106281,0.00868353,0.00397444,0.00777093,0.00552283,0.0163966,0.0156883
0.010568,0.0107099,0.0105848,0.00440873,0.007139,0.00673824,0.0170999,0.0159177
0.0117095,0.0107491,0.00913462,0.00330817,0.00750569,0.00658083,0.0165356,0.0152628
0.0112411,0.0112389,0.00970808,0.00366074,0.00846953,0.00627607,0.0163818,0.014827
0.0109346,0.011185,0.00955734,0.00457421,0.00815529,0.00593484,0.0159742,0.0163304
0.0110791,0.010764,0.00934512,0.00431309,0.0104498,0.00549788,0.015307,0.0155355
0.00994846,0.00981429,0.00898634,0.00378492,0.00756017,0.00718905,0.0142501,0.0162129
0.0114426,0.0110313,0.00937571,0.00297409,0.0087344,0.00691844,0.0144644,0.0151231
0.0107183,0.0122437,0.00798248,0.0042879,0.0078251,0.00626057,0.0148466,0.015858
0.0110236,0.010789,0.00802886,0.00470455,0.00944858,0.00665806,0.0156971,0.0152366
0.0110058,0.0101816,0.00857683,0.00286864,0.00874178,0.00659603,0.014647,0.0169758
0.0126721,0.0104922,0.00826834,0.00343806,0.00722621,0.00577194,0.0155323,0.0165896
0.0120676,0.0116262,0.00914657,0.0030755,0.00823353,0.00614873,0.0151704,0.0164892
0.0117181,0.010431,0.00867817,0.00329252,0.0093116,0.006536,0.014471,0.0170005
0.0100963,0.0100186,0.00811553,0.00288191,0.00889223,0.00521927,0.0158472,0.0173916
0.0109292,0.0101322,0.00833278,0.00277173,0.00775043,0.00645483,0.0150782,0.0170708
0.0117624,0.010298,0.00911019,0.0023317,0.00835685,0.00666011,0.0154627,0.0170779
0.0116632,0.011468,0.00823613,0.0016333,0.00728037,0.00575468,0.0159364,0.0161593
0.0094946,0.0100535,0.00763545,0.00294172,0.00871015,0.00662357,0.0157671,0.014932
0.0117747,0.00931296,0.0070585,0.00297782,0.00977151,0.00436366,0.0148214,0.015384
0.0116978,0.010658,0.00879136,0.00390427,0.00792538,0.00597314,0.0147548,0.0153518
0.0117875,0.0109311,0.00842516,0.00377137,0.00857254,0.0067075,0.0140272,0.0164814
0.00981889,0.0114025,0.0075954,0.00404804,0.0100176,0.00769845,0.015144,0.0150756
0.0104556,0.0107968,0.00817105,0.00352828,0.00845741,0.00694379,0.0144689,0.0169445
0.0100129,0.0107646,0.00785043,0.00505015,0.00820089,0.00712731,0.0154228,0.0152722
0.00960841,0.0106254,0.00721696,0.00408991,0.00863807,0.00870545,0.0140467,0.0166378
0.0093185,0.011204,0.0073862,0.00377291,0.00827049,0.00714678,0.0144002,0.0167943
0.0109043,0.0103294,0.00922926,0.00437598,0.00816291,0.00773382,0.0145475,0.0162233
